entity_id,temperature,ph,turbidity,conductivity,nivel_agua,dateobserved,latitude,longitude
Boya01,-127.0,7.01,1005.47,250.0,731.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,960.35,234.09,722.2,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,1002.25,243.18,716.6,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,957.13,239.39,716.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,976.46,224.24,721.8,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,960.35,253.03,741.5,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,931.35,237.88,740.8,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,970.02,235.61,739.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.99,841.11,234.85,742.4,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,944.24,231.06,743.1,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,844.34,241.67,738.8,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.05,992.58,234.09,744.0,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,970.02,239.39,748.5,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,950.68,236.36,728.2,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,950.68,252.27,732.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,963.57,235.61,731.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,957.13,237.12,731.2,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.96,1015.14,239.39,731.4,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,992.58,246.21,751.5,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,953.91,246.97,721.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,957.13,250.76,743.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,1034.47,251.52,750.3,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.06,986.13,206.06,728.1,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.94,1011.91,250.0,736.0,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.98,966.8,230.3,716.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.95,844.34,223.48,714.2,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.99,1021.58,250.0,724.1,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,841.11,237.12,740.8,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.03,957.13,239.39,727.8,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.96,1002.25,233.33,730.5,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,982.91,228.79,719.8,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.03,973.24,231.06,711.1,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,1011.91,237.12,737.4,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.98,995.8,235.61,733.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.03,963.57,228.79,740.3,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,841.11,250.0,738.6,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.95,1005.47,253.03,724.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.99,1008.69,240.15,739.0,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.03,992.58,237.12,735.5,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,1008.69,234.85,727.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.04,995.8,248.48,727.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,1002.25,231.06,726.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,963.57,240.91,726.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.07,963.57,239.39,734.0,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,982.91,229.55,718.6,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.98,999.02,233.33,726.1,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,957.13,237.88,726.1,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.03,999.02,249.24,729.6,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,841.11,228.03,727.1,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.03,973.24,246.97,733.4,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,957.13,244.7,734.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,957.13,232.58,734.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,995.8,248.48,730.1,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.98,931.35,237.88,729.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,992.58,249.24,717.1,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,1005.47,213.64,739.4,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.98,1005.47,237.88,732.5,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.03,986.13,222.73,739.0,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.05,995.8,203.03,736.0,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,1021.58,246.97,727.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,995.8,204.55,736.1,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,970.02,253.79,741.8,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.03,979.69,204.55,738.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.96,1005.47,225.76,745.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,1002.25,244.7,722.5,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,944.24,244.7,720.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.05,1011.91,205.3,734.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.96,854.0,248.48,740.1,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.05,1011.91,240.91,743.0,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.03,837.89,237.12,749.1,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.07,1008.69,240.91,749.1,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,989.36,236.36,729.3,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,992.58,231.82,745.1,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,944.24,247.73,737.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,992.58,237.88,735.0,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.06,1005.47,231.06,748.6,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,992.58,212.12,727.5,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.99,841.11,244.7,747.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,970.02,243.94,752.2,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.99,850.78,240.15,732.3,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,866.89,230.3,737.3,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.99,963.57,235.61,743.0,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,995.8,249.24,735.2,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.98,947.46,237.88,742.2,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.99,844.34,249.24,752.5,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,979.69,245.45,729.5,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.03,986.13,178.79,731.2,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,960.35,220.45,746.5,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.06,995.8,243.94,724.5,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.04,973.24,232.58,725.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.04,989.36,243.18,725.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.96,1011.91,249.24,707.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.03,982.91,250.76,726.4,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,973.24,207.58,724.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.99,992.58,252.27,726.3,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,989.36,240.91,753.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,924.9,233.33,741.5,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,976.46,253.79,735.5,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.95,947.46,251.52,746.1,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.04,979.69,251.52,749.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,957.13,241.67,733.1,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.99,960.35,243.18,737.5,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.07,973.24,222.73,734.6,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,976.46,246.21,727.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.98,970.02,207.58,724.2,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,847.56,206.06,726.3,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.05,966.8,222.73,724.4,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,982.91,233.33,725.5,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.99,953.91,237.88,732.4,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.95,982.91,231.82,746.0,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,970.02,237.88,735.4,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.03,937.79,238.64,751.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.98,1002.25,248.48,748.8,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.05,1002.25,231.06,742.1,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.98,950.68,247.73,731.0,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.03,953.91,239.39,725.8,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,947.46,237.12,725.8,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.99,928.12,240.15,724.4,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.95,989.36,238.64,724.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.99,973.24,248.48,724.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,960.35,250.0,723.0,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,970.02,228.79,733.5,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.03,1002.25,249.24,731.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,982.91,235.61,721.3,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,1008.69,240.91,724.8,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.99,960.35,246.21,712.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,979.69,233.33,732.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.03,995.8,243.18,734.3,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.98,960.35,209.09,740.4,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,1002.25,237.12,752.8,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.99,944.24,229.55,726.6,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,970.02,240.15,743.8,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,841.11,237.88,730.6,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,979.69,243.18,740.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,931.35,234.85,764.6,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,979.69,243.94,756.2,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.98,1031.25,253.03,742.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.03,937.79,248.48,749.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,1031.25,221.97,742.1,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.03,963.57,235.61,762.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.98,934.57,234.09,722.8,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.98,1021.58,242.42,727.4,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.99,960.35,235.61,727.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,960.35,226.52,723.2,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.97,966.8,207.58,723.2,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.99,837.89,206.82,718.8,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,934.57,246.21,722.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.97,960.35,215.15,725.4,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.04,999.02,243.18,729.3,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.04,1011.91,209.09,709.0,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,1005.47,248.48,734.4,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,1002.25,230.3,744.6,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,1021.58,244.7,741.5,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,992.58,233.33,729.3,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,992.58,245.45,720.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,973.24,212.88,720.7,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.02,957.13,240.91,718.8,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,941.02,236.36,740.0,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.01,1015.14,231.82,740.0,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.98,947.46,203.03,726.3,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.98,1011.91,246.21,721.5,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,6.98,1015.14,247.73,722.5,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
Boya01,-127.0,7.0,982.91,250.0,740.9,2024-03-01 12:00:00,28.6809372715652,-17.952827461995184
